套装ID,套装名称,稀有度,2件套描述,4件套描述,,,,,,2件套加成,,,,,,,4件套加成,,,,,,,,,,,,,备注
,,,,,攻击力%,生命值%,防御力%,增伤%,暴击率%,暴击伤害%,精通,充能%,反应伤害%,其他,攻击力%,生命值%,防御力%,增伤%,暴击率%,暴击伤害%,精通,充能%,反应伤害%,减抗%,无视防御%,独立乘区%,其他,近似规则

maiden_beloved,被怜爱的少女,4/5,角色造成的治疗效果提升15%。,施放元素战技或元素爆发后的10秒内，队伍中所有角色受治疗效果加成提高20%。,,,,,,,,,,,,,,,,,,,,,,,,,
blizzard_strayer,冰风迷途的勇士,4/5,获得15%冰元素伤害加成。,攻击处于冰元素影响下的敌人时，暴击率提高20%；若敌人处于冻结状态下，则暴击率额外提高20%。,,,,,,,,,,,,,,,,,,,,,,,,,
pale_flame,苍白之火,4/5,造成的物理伤害提高25%。,元素战技命中敌人后，攻击力提升9%。该效果持续7秒，至多叠加2层，每0.3秒至多触发一次。叠满2层时，2件套的效果提升100%。,,,,,,,,,,,,,,,,,,,,,,,,,
heart_of_depth,沉沦之心,4/5,获得15%水元素伤害加成。,施放元素战技后的15秒内，普通攻击与重击造成的伤害提高30%。,,,,,,,,,,,,,,,,,,,,,,,,,
vermillion_hereafter,辰砂往生录,4/5,攻击力提高18%。,施放元素爆发后，将产生持续16秒的「潜光」效果：攻击力提升8%；并在角色的生命值降低时，攻击力进一步提升10%，至多通过这种方式提升4次，每0.8秒至多触发一次。「潜光」效果将在角色退场时消失；持续期间再次施放元素爆发，将移除原有的「潜光」。,,,,,,,,,,,,,,,,,,,,,,,,,
aubade_of_morningstar_and_moon,晨星与月的晓歌,4/5,元素精通提高80点。,装备者处于队伍后台时，造成的月曜反应伤害提升20%；队伍的月兆等级至少为满辉时，造成的月曜反应伤害进一步提升40%。上述效果将在装备者位于场上3秒后移除。,,,,,,,,,,,,,,,,,,,,,,,,,
crimson_witch_of_flames,炽烈的炎之魔女,4/5,获得15%火元素伤害加成。,超载、燃烧、烈绽放反应造成的伤害提升40%，蒸发、融化反应的加成系数提高15%。施放元素战技后的10秒内，2件套的效果提高50%，该效果最多叠加3次。,,,,,,,,,,,,,,,,,,,,,,,,,
viridescent_venerer,翠绿之影,4/5,获得15%风元素伤害加成。,扩散反应造成的伤害提升60%。根据扩散的元素类型，降低受到影响的敌人40%的对应元素抗性，持续10秒。,,,,,,,,,,,,,,,,,,,,,,,,,
lavawalker,渡过烈火的贤人,4/5,火元素抗性提高40%。,对处于火元素影响下的敌人造成的伤害提升35%。,,,,,,,,,,,,,,,,,,,,,,,,,
silken_moon_s_serenade,纺月的夜歌,4/5,元素充能效率提高20%。,造成元素伤害时，获得持续8秒的「月辉明光·崇信」效果：队伍的月兆为初辉/满辉时，队伍中的所有角色的元素精通提高60点/120点。装备者处于后台时也能触发上述效果。队伍中的角色每拥有一种不同的「月辉明光」效果，队伍中的所有角色触发的月曜反应造成的伤害提升10%。由「月辉明光」产生的效果无法叠加。,,,,,,,,,,,,,,,,,,,,,,,,,
a_day_carved_from_rising_winds,风起之日,4/5,攻击力提高18%。,普通攻击、重击、元素战技或元素爆发命中敌人后，将获得持续6秒的「风与牧歌的眷怜」：攻击力提高25%。若装备者已经完成了「魔女的课业」，则「风与牧歌的眷怜」将会升级为「风与牧歌的决意」，额外使通过考验的装备者的暴击率提升20%。装备者处于队伍后台时，也能触发上述效果。,,,,,,,,,,,,,,,,,,,,,,,,,
oceanhued_clam,海染砗磲,4/5,治疗加成提高15%。,装备此圣遗物套装的角色对队伍中的角色进行治疗时，将产生持续3秒的海染泡沫，记录治疗的生命值回复量（包括溢出值）。持续时间结束时，海染泡沫将会爆炸，对周围的敌人造成90%累计回复量的伤害（该伤害结算方式同感电、超导等元素反应，但不受元素精通、等级或反应伤害加成效果影响）。每3.5秒至多产生一个海染泡沫；海染泡沫至多记录30000点回复量，含溢出部分的治疗量；自己的队伍中同时至多存在一个海染泡沫。装备此圣遗物套装的角色处于队伍后台时，依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
obsidian_codex,黑曜秘典,4/5,装备者处于夜魂加持状态，并且在场上时，造成的伤害提高15%。,装备者在场上消耗1点夜魂值后，暴击率提高40%，持续6秒。该效果每1秒至多触发一次。,,,,,,,,,,,,,,,,,,,,,,,,,
vourukasha_s_glow,花海甘露之光,4/5,生命值提升20%。,元素战技与元素爆发造成的伤害提升10%；装备者受到伤害后的5秒内，上述伤害提升效果提高80%，该提高效果至多叠加5层，每层持续时间独立计算，处于队伍后台时依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
husk_of_opulent_dreams,华馆梦醒形骸记,4/5,防御力提高30%。,装备此圣遗物套装的角色在以下情况下，将获得「问答」效果：在场上用岩元素攻击命中敌人后获得一层，每0.3秒至多触发一次；在队伍后台中，每3秒获得一层。问答至多叠加4层，每层能提供6%防御力与6%岩元素伤害加成。每6秒，若未获得问答效果，将损失一层。,,,,,,,,,,,,,,,,,,,,,,,,,
golden_troupe,黄金剧团,4/5,元素战技造成的伤害提升20%。,元素战技造成的伤害提升25%；此外，处于队伍后台时，元素战技造成的伤害还将进一步提升25%，该效果将在登场后2秒移除。,,,,,,,,,,,,,,,,,,,,,,,,,
nighttime_whispers_in_the_echoing_woods,回声之林夜话,4/5,攻击力提高18%。,施放元素战技后的10秒内，岩元素伤害加成提升20%；若处于结晶反应产生的护盾庇护下，或附近存在月结晶反应产生的月笼，上述效果提高150%，进一步提高的效果将在不满足上述条件的1秒后移除。,,,,,,,,,,,,,,,,,,,,,,,,,
gladiator_s_finale,角斗士的终幕礼,4/5,攻击力提高18%。,装备该圣遗物套装的角色为单手剑、双手剑、长柄武器角色时，角色普通攻击造成的伤害提高35%。,,,,,,,,,,,,,,,,,,,,,,,,,
scroll_of_the_hero_of_cinder_city,烬城勇者绘卷,4/5,队伍中附近的角色触发「夜魂迸发」时，装备者恢复6点元素能量。,装备者触发其对应元素类型的相关反应后，队伍中附近的所有角色的该元素反应相关的元素伤害加成提升12%，持续15秒。若触发该效果时，装备者处于夜魂加持状态下，还将使队伍中附近的所有角色的与该元素反应相关的元素伤害加成提升28%，持续20秒。装备者处于后台时也能触发上述效果。同名圣遗物套装产生的伤害加成效果无法叠加。,,,,,,,,,,,,,,,,,,,,,,,,,
emblem_of_severed_fate,绝缘之旗印,4/5,元素充能效率提高20%。,基于元素充能效率的25%，提高元素爆发造成的伤害。至多通过这种方式获得75%提升。,,,,,,,,,,,,,,,,,,,,,,,,,
echoes_of_an_offering,来歆余响,4/5,攻击力提高18%。,普通攻击命中敌人时，有36%概率触发「幽谷祝祀」：普通攻击造成的伤害提高，伤害提高值为攻击力的70%，该效果将在普通攻击造成伤害后的0.05秒后清除。普通攻击未触发「幽谷祝祀」时，会使下次触发概率提升20%；0.2秒内至多判定1次触发与否。,,,,,,,,,,,,,,,,,,,,,,,,,
flower_of_paradise_lost,乐园遗落之花,4/5,元素精通提高80点。,装备者绽放、超绽放、烈绽放反应造成的伤害提升40%，造成的月绽放反应伤害提升10%。此外，装备者触发绽放、超绽放、烈绽放、月绽放后，上述效果带来的加成提升25%，该效果持续10秒，至多叠加4次，每1秒至多触发一次。装备者处于队伍后台时依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
wanderer_s_troupe,流浪大地的乐团,4/5,元素精通提高80点。,装备该圣遗物套装的角色为法器、弓箭角色时，角色重击造成的伤害提高35%。,,,,,,,,,,,,,,,,,,,,,,,,,
retracing_bolide,逆飞的流星,4/5,护盾强效提高35%。,处于护盾庇护下时，额外获得40%普通攻击和重击伤害加成。,,,,,,,,,,,,,,,,,,,,,,,,,
thundersoother,平息鸣雷的尊者,4/5,雷元素抗性提高40%。,对处于雷元素影响下的敌人造成的伤害提升35%。,,,,,,,,,,,,,,,,,,,,,,,,,
tenacity_of_the_millelith,千岩牢固,4/5,生命值提升20%。,元素战技命中敌人后，使队伍中附近的所有角色攻击力提升20%，护盾强效提升30%，持续3秒。该效果每0.5秒至多触发一次。装备此圣遗物套装的角色处于队伍后台时，依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
night_of_the_sky_s_unveiling,穹境示现之夜,4/5,元素精通提高80点。,队伍中附近的角色触发月曜反应时，若装备者在场上，将获得持续4秒的「月辉明光·蓄念」效果：队伍的月兆为初辉/满辉时，暴击率提升15%/30%。队伍中的角色每拥有一种不同的「月辉明光」效果，队伍中的所有角色触发的月曜反应造成的伤害提升10%。由「月辉明光」产生的效果无法叠加。,,,,,,,,,,,,,,,,,,,,,,,,,
bloodstained_chivalry,染血的骑士道,4/5,造成的物理伤害提高25%。,击败敌人后的10秒内，施放重击时不消耗体力，且重击造成的伤害提升50%。,,,,,,,,,,,,,,,,,,,,,,,,,
thundering_fury,如雷的盛怒,4/5,获得15%雷元素伤害加成。,超载、感电、超导、超绽放反应造成的伤害提升40%，超激化反应带来的伤害提升提高20%，月感电反应造成的伤害提升20%。触发上述元素反应或原激化反应时，元素战技冷却时间减少1秒。该效果每0.8秒最多触发一次。,,,,,,,,,,,,,,,,,,,,,,,,,
desert_pavilion_chronicle,沙上楼阁史话,4/5,获得15%风元素伤害加成。,重击命中敌人后，该角色的普通攻击速度提升10%，普通攻击、重击与下落攻击造成的伤害提升40%，持续15秒。,,,,,,,,,,,,,,,,,,,,,,,,,
finale_of_the_deep_galleries,深廊终曲,4/5,获得15%冰元素伤害加成。,装备者的元素能量为0时，普通攻击造成的伤害提升60%，元素爆发造成的伤害提升60%。装备者的普通攻击造成伤害后，上述元素爆发伤害提升效果将失效6秒；装备者的元素爆发造成伤害后，上述普通攻击伤害提升效果将失效6秒。角色处于队伍后台也能触发。,,,,,,,,,,,,,,,,,,,,,,,,,
deepwood_memories,深林的记忆,4/5,获得15%草元素伤害加成。,元素战技或元素爆发命中敌人后，使命中目标的草元素抗性降低30%，持续8秒。装备者处于队伍后台时，依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
gilded_dreams,饰金之梦,4/5,元素精通提高80点。,触发元素反应后的8秒内，会根据队伍内其他角色的元素类型，使装备者获得强化：队伍中每存在1个和装备者同类元素的角色，攻击力提升14%；每存在1个和装备者不同元素类型的角色，元素精通提升50点。上述每类效果至多计算3个角色。该效果每8秒至多触发一次。装备者处于队伍后台时，依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
nymph_s_dream,水仙之梦,4/5,获得15%水元素伤害加成。,普通攻击、重击、下落攻击、元素战技或元素爆发命中敌人后，将产生1层持续8秒的「镜中水仙」效果。处于1/2/3层及以上「镜中水仙」效果下时，攻击力将提高7%/16%/25%，水元素伤害加成提升4%/9%/15%。由普通攻击、重击、下落攻击、元素战技或元素爆发产生的「镜中水仙」将分别独立存在。,,,,,,,,,,,,,,,,,,,,,,,,,
unfinished_reverie,未竟的遐思,4/5,攻击力提高18%。,脱离战斗状态3秒后，造成的伤害提升50%。在战斗状态下，附近不存在处于燃烧状态下的敌人超过6秒后，上述伤害提升效果每秒降低10%，直到降低至0%；存在处于燃烧状态下的敌人时，每秒提升10%，直到达到50%。装备此圣遗物套装的角色处于队伍后台时，依然会触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
noblesse_oblige,昔日宗室之仪,4/5,元素爆发造成的伤害提升20%。,施放元素爆发后，队伍中所有角色攻击力提升20%，持续12秒。该效果不可叠加。,,,,,,,,,,,,,,,,,,,,,,,,,
song_of_days_past,昔时之歌,4/5,治疗加成提高15%。,装备者对队伍中的角色进行治疗时，将产生持续6秒的渴盼效果，记录治疗的生命值回复量（包括溢出值）。持续时间结束时，渴盼效果将转变为「彼时的浪潮」效果：队伍中自己的当前场上角色的普通攻击、重击、下落攻击、元素战技与元素爆发命中敌人时，将基于渴盼效果所记录的回复量的8%提高造成的伤害，「彼时的浪潮」将在生效5次或10秒后移除。一次渴盼效果至多记录15000点回复量，同时至多存在一个，能够记录多个装备者的产生的回复量；装备者处于队伍后台时，依然能触发该效果。,,,,,,,,,,,,,,,,,,,,,,,,,
fragment_of_harmonic_whimsy,谐律异想断章,4/5,攻击力提高18%。,生命之契的数值提升或降低时，角色造成的伤害提升18%，该效果持续6秒，至多叠加3次。,,,,,,,,,,,,,,,,,,,,,,,,,
archaic_petra,悠古的磐岩,4/5,获得15%岩元素伤害加成。,获得结晶反应形成的晶片或触发月结晶反应时，队伍中所有角色获得35%对应元素伤害加成，持续10秒。同时只能通过该效果获得一种元素伤害加成。,,,,,,,,,,,,,,,,,,,,,,,,,
long_night_s_oath,长夜之誓,4/5,下落攻击造成的伤害提升25%。,装备者的下落攻击/重击/元素战技命中敌人后，获得1/2/2层「永照的流辉」，由下落攻击、重击或元素战技产生的该效果分别每1秒至多触发一次。永照的流辉：下落攻击造成的伤害提升15%，持续6秒，至多叠加5层，每层持续时间独立计算。,,,,,,,,,,,,,,,,,,,,,,,,,
marechaussee_hunter,逐影猎人,4/5,普通攻击与重击造成的伤害提高15%。,当前生命值提升或降低时，暴击率提升12%，该效果持续5秒，至多叠加3次。,,,,,,,,,,,,,,,,,,,,,,,,,
shimenawa_s_reminiscence,追忆之注连,4/5,攻击力提高18%。,施放元素战技时，如果角色的元素能量高于或等于15点，则会流失15点元素能量，使接下来的10秒内，普通攻击、重击、下落攻击造成的伤害提高50%，持续期间内该效果不会再次触发。,,,,,,,,,,,,,,,,,,,,,,,,,
gambler,赌徒,3/4,元素战技造成的伤害提升20%。,击败敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。,,,,,,,,,,,,,,,,,,,,,,,,,
prayers_to_springtime,祭冰之人,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,
prayers_for_illumination,祭火之人,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,
prayers_for_wisdom,祭雷之人,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,
prayers_for_destiny,祭水之人,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructor,教官,3/4,元素精通提高80点。,触发元素反应后，队伍中所有角色的元素精通提高120点，持续8秒。,,,,,,,,,,,,,,,,,,,,,,,,,
the_exile,流放者,3/4,元素充能效率提高20%。,施放元素爆发后，每2秒为队伍中所有角色（不包括自己）恢复2点元素能量。该效果持续6秒，无法叠加。,,,,,,,,,,,,,,,,,,,,,,,,,
tiny_miracle,奇迹,3/4,所有元素抗性提高20%。,受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。,,,,,,,,,,,,,,,,,,,,,,,,,
defender_s_will,守护之心,3/4,防御力提高30%。,队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。,,,,,,,,,,,,,,,,,,,,,,,,,
martial_artist,武人,3/4,普通攻击与重击造成的伤害提高15%。,施放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。,,,,,,,,,,,,,,,,,,,,,,,,,
resolution_of_sojourner,行者之心,3/4,攻击力提高18%。,重击的暴击率提升30%。,,,,,,,,,,,,,,,,,,,,,,,,,
scholar,学士,3/4,元素充能效率提高20%。,获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。,,,,,,,,,,,,,,,,,,,,,,,,,
brave_heart,勇士之心,3/4,攻击力提高18%。,对生命值高于50%的敌人，造成的伤害增加30%。,,,,,,,,,,,,,,,,,,,,,,,,,
berserker,战狂,3/4,暴击率提高12%。,生命值低于70%时，暴击率额外提升24%。,,,,,,,,,,,,,,,,,,,,,,,,,
adventurer,冒险家,1/2/3,生命值上限提高1000点。,开启各类宝箱后的5秒内，持续恢复30%生命值。,,,,,,,,,,,,,,,,,,,,,,,,,
lucky_dog,幸运儿,1/2/3,防御力提高100点。,拾取摩拉时，恢复300点生命值。,,,,,,,,,,,,,,,,,,,,,,,,,
traveling_doctor,游医,1/2/3,角色受到的治疗效果提高20%。,施放元素爆发时，恢复20%生命值。,,,,,,,,,,,,,,,,,,,,,,,,,